question,body no carry,body carry,paraphrase no carry,paraphrase carry,answer no carry,answer carry,answer,Carry Operation,Num. Carries
How many juicers does Abigail have in total?,Elizabeth has 625 juicers. Abigail has 111 fewer juicers than Elizabeth.,Elizabeth has 632 juicers. Abigail has 118 fewer juicers than Elizabeth.,Elizabeth has 625 juicers. Abigail has 111 fewer juicers than Elizabeth. How many juicers does Abigail have in total?,Elizabeth has 632 juicers. Abigail has 118 fewer juicers than Elizabeth. How many juicers does Abigail have in total?,514,514,514,Subtraction,1
How many toothbrushs does Nicholas have?,Amelia has 857 toothbrushs. Amelia has 111 more toothbrushs than Nicholas.,Amelia has 884 toothbrushs. Amelia has 138 more toothbrushs than Nicholas.,Amelia has 857 toothbrushes. Amelia has 111 more toothbrushes than Nicholas. How many toothbrushes does Nicholas have?,Amelia has 884 toothbrushes. Amelia has 138 more toothbrushes than Nicholas. How many toothbrushes does Nicholas have?,746,746,746,Subtraction,1
What is the number of green lamps that David has?,Christopher has 888 green lamps. David has 273 fewer green lamps than Christopher.,Christopher has 803 green lamps. David has 188 fewer green lamps than Christopher.,Christopher has 888 green lamps. David has 273 fewer green lamps than Christopher. What is the number of green lamps that David has?,Christopher has 803 green lamps. David has 188 fewer green lamps than Christopher. What is the number of green lamps that David has?,615,615,615,Subtraction,2
What is the number of blue chairs that Ella has?,Daniel has 143 blue chairs. Ella has 804 more blue chairs than Daniel.,Daniel has 549 blue chairs. Ella has 398 more blue chairs than Daniel.,Daniel has 143 blue chairs. Ella has 804 blue chairs more than Daniel. What is the number of blue chairs that Ella has?,Daniel has 549 blue chairs. Ella has 398 blue chairs more than Daniel. What is the number of blue chairs that Ella has?,947,947,947,Addition,2
What is the number of orange plants that William has?,Charlotte has 698 orange plants. Charlotte has 225 more orange plants than William.,Charlotte has 900 orange plants. Charlotte has 427 more orange plants than William.,Charlotte has 698 orange plants. She has 225 more orange plants than William. What is the number of orange plants that William has?,Charlotte has 900 orange plants. She has 427 more orange plants than William. What is the number of orange plants that William has?,473,473,473,Subtraction,2
How many beds does Lily have in their collection?,Isabella has 202 beds. Isabella has 573 fewer beds than Lily.,Isabella has 489 beds. Isabella has 286 fewer beds than Lily.,Isabella has 202 beds. Isabella has 573 fewer beds than Lily. How many beds does Lily have in her collection?,Isabella has 489 beds. Isabella has 286 fewer beds than Lily. How many beds does Lily have in her collection?,775,775,775,Addition,2
What is the number of orange mouses that Sophia has?,Jacob has 989 orange mouses. Jacob has 627 more orange mouses than Sophia.,Jacob has 917 orange mouses. Jacob has 555 more orange mouses than Sophia.,Jacob has 989 orange mice. Jacob has 627 more orange mice than Sophia. What is the number of orange mice that Sophia has?,Jacob has 917 orange mice. Jacob has 555 more orange mice than Sophia. What is the number of orange mice that Sophia has?,362,362,362,Subtraction,1
What is the number of orange toasters that David has?,Joshua has 897 orange toasters. David has 441 fewer orange toasters than Joshua.,Joshua has 911 orange toasters. David has 455 fewer orange toasters than Joshua.,Joshua has 897 orange toasters. David has 441 fewer orange toasters than Joshua. What is the number of orange toasters that David has?,Joshua has 911 orange toasters. David has 455 fewer orange toasters than Joshua. What is the number of orange toasters that David has?,456,456,456,Subtraction,2
How many sofas does Mason have totaled?,Evelyn has 520 sofas. Mason has 256 more sofas than Evelyn.,Evelyn has 585 sofas. Mason has 191 more sofas than Evelyn.,Evelyn has 520 sofas. Mason has 256 more sofas than Evelyn. How many sofas does Mason have in total?,Evelyn has 585 sofas. Mason has 191 more sofas than Evelyn. How many sofas does Mason have in total?,776,776,776,Addition,1
How many vases does Liam have in total?,Amelia has 555 vases. Amelia has 220 more vases than Liam.,Amelia has 807 vases. Amelia has 472 more vases than Liam.,Amelia has 555 vases. She has 220 more vases than Liam. How many vases does Liam have in total?,Amelia has 807 vases. She has 472 more vases than Liam. How many vases does Liam have in total?,335,335,335,Subtraction,1
How many kilograms of gold does Evelyn have?,Michael has 968 kilograms of gold. Michael has 404 kilograms of gold more than Evelyn.,Michael has 902 kilograms of gold. Michael has 338 kilograms of gold more than Evelyn.,Michael has 968 kilograms of gold. Michael has 404 kilograms more gold than Evelyn. How many kilograms of gold does Evelyn have?,Michael has 902 kilograms of gold. Michael has 338 kilograms more gold than Evelyn. How many kilograms of gold does Evelyn have?,564,564,564,Subtraction,2
How many acres of farmland does Lucy have?,Scarlett has 979 acres of farmland. Lucy has 454 acres of farmland less than Scarlett.,Scarlett has 905 acres of farmland. Lucy has 380 acres of farmland less than Scarlett.,Scarlett has 979 acres of farmland. Lucy has 454 acres of farmland fewer than Scarlett. How many acres of farmland does Lucy have?,Scarlett has 905 acres of farmland. Lucy has 380 acres of farmland fewer than Scarlett. How many acres of farmland does Lucy have?,525,525,525,Subtraction,1
What is the number of blue ovens that Olivia has?,John has 324 blue ovens. John has 213 fewer blue ovens than Olivia.,John has 349 blue ovens. John has 188 fewer blue ovens than Olivia.,John has 324 blue ovens. John has 213 fewer blue ovens than Olivia. What is the number of blue ovens that Olivia has?,John has 349 blue ovens. John has 188 fewer blue ovens than Olivia. What is the number of blue ovens that Olivia has?,537,537,537,Addition,2
How many gallons of oil does Avery have?,William has 433 gallons of oil. William has 252 gallons of oil less than Avery.,William has 108 gallons of oil. William has 577 gallons of oil less than Avery.,William has 433 gallons of oil. William has 252 gallons less oil than Avery. How many gallons of oil does Avery have?,William has 108 gallons of oil. William has 577 gallons less oil than Avery. How many gallons of oil does Avery have?,685,685,685,Addition,1
How many meters of rope does Sofia have?,Nathan has 491 meters of rope. Nathan has 360 meters of rope more than Sofia.,Nathan has 815 meters of rope. Nathan has 684 meters of rope more than Sofia.,Nathan has 491 meters of rope. Nathan has 360 meters more rope than Sofia. How many meters of rope does Sofia have?,Nathan has 815 meters of rope. Nathan has 684 meters more rope than Sofia. How many meters of rope does Sofia have?,131,131,131,Subtraction,1
How many headphones does Sophia have in their collection?,Evelyn has 311 headphones. Sophia has 271 more headphones than Evelyn.,Evelyn has 184 headphones. Sophia has 398 more headphones than Evelyn.,Evelyn has 311 headphones. Sophia has 271 headphones more than Evelyn. How many headphones does Sophia have in her collection?,Evelyn has 184 headphones. Sophia has 398 headphones more than Evelyn. How many headphones does Sophia have in her collection?,582,582,582,Addition,2
What is the number of green clocks that Amelia has?,Jackson has 817 green clocks. Amelia has 307 fewer green clocks than Jackson.,Jackson has 808 green clocks. Amelia has 298 fewer green clocks than Jackson.,Jackson has 817 green clocks. Amelia has 307 fewer green clocks than Jackson. What is the number of green clocks that Amelia has?,Jackson has 808 green clocks. Amelia has 298 fewer green clocks than Jackson. What is the number of green clocks that Amelia has?,510,510,510,Subtraction,1
How many gigabytes of training data does Grace have?,Andrew has 730 gigabytes of training data. Grace has 152 gigabytes of training data more than Andrew.,Andrew has 195 gigabytes of training data. Grace has 687 gigabytes of training data more than Andrew.,Andrew has 730 gigabytes of training data. Grace has 152 gigabytes more training data than Andrew. How many gigabytes of training data does Grace have?,Andrew has 195 gigabytes of training data. Grace has 687 gigabytes more training data than Andrew. How many gigabytes of training data does Grace have?,882,882,882,Addition,2
How many cups does Emma have?,Jonathan has 401 cups. Emma has 530 more cups than Jonathan.,Jonathan has 527 cups. Emma has 404 more cups than Jonathan.,Jonathan has 401 cups. Emma has 530 cups more than Jonathan. How many cups does Emma have?,Jonathan has 527 cups. Emma has 404 cups more than Jonathan. How many cups does Emma have?,931,931,931,Addition,1
How many gigabytes of training data does Isabella have?,Benjamin has 215 gigabytes of training data. Isabella has 103 gigabytes of training data more than Benjamin.,Benjamin has 119 gigabytes of training data. Isabella has 199 gigabytes of training data more than Benjamin.,Benjamin has 215 gigabytes of training data. Isabella has 103 gigabytes more training data than Benjamin. How many gigabytes of training data does Isabella have?,Benjamin has 119 gigabytes of training data. Isabella has 199 gigabytes more training data than Benjamin. How many gigabytes of training data does Isabella have?,318,318,318,Addition,2
How many liters of milk does Mia have?,William has 766 liters of milk. William has 413 liters of milk more than Mia.,William has 712 liters of milk. William has 359 liters of milk more than Mia.,William has 766 liters of milk. William has 413 liters more milk than Mia. How many liters of milk does Mia have?,William has 712 liters of milk. William has 359 liters more milk than Mia. How many liters of milk does Mia have?,353,353,353,Subtraction,2
What is the number of yellow toothbrushs that Alexander has?,Lily has 271 yellow toothbrushs. Alexander has 217 more yellow toothbrushs than Lily.,Lily has 379 yellow toothbrushs. Alexander has 109 more yellow toothbrushs than Lily.,Lily has 271 yellow toothbrushes. Alexander has 217 more yellow toothbrushes than Lily. What is the number of yellow toothbrushes that Alexander has?,Lily has 379 yellow toothbrushes. Alexander has 109 more yellow toothbrushes than Lily. What is the number of yellow toothbrushes that Alexander has?,488,488,488,Addition,1
How many acres of farmland does Abigail have?,Alexander has 500 acres of farmland. Alexander has 388 acres of farmland less than Abigail.,Alexander has 296 acres of farmland. Alexander has 592 acres of farmland less than Abigail.,Alexander has 500 acres of farmland. Alexander has 388 acres of farmland fewer than Abigail. How many acres of farmland does Abigail have?,Alexander has 296 acres of farmland. Alexander has 592 acres of farmland fewer than Abigail. How many acres of farmland does Abigail have?,888,888,888,Addition,1
How many sofas does Christopher have in all?,Harper has 100 sofas. Christopher has 781 more sofas than Harper.,Harper has 684 sofas. Christopher has 197 more sofas than Harper.,Harper has 100 sofas. Christopher has 781 sofas more than Harper. How many sofas does Christopher have in total?,Harper has 684 sofas. Christopher has 197 sofas more than Harper. How many sofas does Christopher have in total?,881,881,881,Addition,2
How many ovens does Jacob have in total?,Liam has 102 ovens. Jacob has 777 more ovens than Liam.,Liam has 591 ovens. Jacob has 288 more ovens than Liam.,Liam has 102 ovens. Jacob has 777 ovens more than Liam. How many ovens does Jacob have in total?,Liam has 591 ovens. Jacob has 288 ovens more than Liam. How many ovens does Jacob have in total?,879,879,879,Addition,1
